age,weight_kg,training_hours,training_days,sleep_hours,rest_days,intensity,weekly_load,pain,competition_minutes,risk
27,98.6,10.8,6,7.8,1,4,1800.0,3.0,42.0,Alto
26,69.0,6.6,6,7.4,1,2,1408.0,0.0,54.0,Bajo
38,103.9,4.3,2,8.2,5,7,1800.0,3.0,0.0,Medio
20,75.1,5.5,4,7.2,3,7,1800.0,2.0,29.0,Medio
34,95.6,7.6,6,10.0,1,7,1800.0,1.0,174.0,Medio
35,82.9,5.9,4,7.4,3,6,1800.0,2.0,59.0,Bajo
26,76.6,8.5,3,7.4,4,9,1800.0,3.0,67.0,Medio
24,58.5,8.6,6,,1,6,1800.0,1.0,0.0,Alto
18,79.8,9.7,5,6.5,2,7,1800.0,2.0,0.0,Alto
39,61.7,11.3,4,8.6,3,8,1800.0,3.0,183.0,Alto
39,94.6,10.0,1,5.6,6,10,1800.0,1.0,143.0,Alto
23,101.7,4.2,3,4.6,4,6,1800.0,0.0,9.0,Medio
18,71.6,4.3,5,7.2,2,5,1800.0,0.0,56.0,Bajo
20,85.9,6.8,2,8.8,5,4,1800.0,1.0,98.0,Medio
19,72.6,5.6,4,7.3,3,9,1800.0,0.0,16.0,Alto
37,73.8,3.6,4,6.8,3,7,1800.0,2.0,0.0,Alto
38,92.1,5.7,1,5.0,6,7,1800.0,6.0,89.0,Medio
21,81.5,5.6,4,7.7,3,10,1800.0,,140.0,Alto
35,104.6,5.0,5,8.0,2,7,1800.0,2.0,141.0,Medio
22,75.7,6.1,2,5.1,5,4,1800.0,6.0,161.0,Alto
26,95.0,10.5,4,15.0,3,6,1800.0,3.0,0.0,Bajo
31,83.3,7.6,5,8.1,2,5,1800.0,1.0,104.0,Medio
34,92.3,14.4,1,8.6,6,6,1800.0,2.0,81.0,Bajo
38,76.2,7.5,4,7.9,3,6,1800.0,3.0,94.0,Medio
19,81.4,6.1,2,8.0,5,5,1800.0,6.0,85.0,Bajo
22,80.5,7.0,3,7.8,4,4,1800.0,1.0,54.0,Medio
24,71.1,7.8,4,8.2,3,9,1800.0,1.0,0.0,Medio
25,90.6,8.3,1,5.0,6,7,1800.0,0.0,181.0,Alto
40,90.5,13.2,1,5.4,6,6,1800.0,2.0,123.0,Medio
35,89.7,4.5,3,6.3,4,8,1800.0,0.0,0.0,Medio
25,102.0,9.6,6,7.0,1,7,1800.0,1.0,133.0,Medio
40,100.8,7.6,1,7.7,6,7,1800.0,0.0,69.0,Bajo
29,77.1,2.3,5,7.6,2,8,1800.0,4.0,71.0,Medio
29,86.8,9.3,1,8.5,6,7,1800.0,1.0,46.0,Bajo
27,73.9,10.8,3,8.6,4,8,1800.0,3.0,138.0,Medio
21,82.3,4.4,3,6.2,4,8,1800.0,0.0,44.0,Bajo
39,74.2,7.0,3,,4,7,1800.0,2.0,23.0,Bajo
18,103.1,1.8,1,6.2,6,6,1062.0,0.0,179.0,Bajo
22,86.7,3.2,5,7.0,2,9,1800.0,1.0,87.0,Medio
23,79.2,10.1,2,7.6,5,6,1800.0,7.0,90.0,Alto
24,97.5,5.6,5,3.5,2,7,1800.0,4.0,148.0,Alto
21,53.8,3.7,4,10.0,3,7,1800.0,2.0,53.0,Medio
18,55.8,7.7,4,7.9,3,5,1800.0,9.0,67.0,Medio
33,92.3,5.4,2,6.5,5,5,1800.0,0.0,121.0,Bajo
40,82.8,5.6,4,9.5,3,6,1800.0,5.0,0.0,Medio
20,85.3,9.2,6,6.8,1,6,1800.0,0.0,115.0,Medio
24,64.8,3.5,6,7.4,1,4,1246.0,2.0,47.0,Bajo
29,81.7,4.3,6,6.6,1,5,1800.0,0.0,160.0,Medio
39,108.0,7.5,2,9.2,5,7,1800.0,3.0,138.0,Bajo
33,92.7,9.9,4,7.1,3,9,1800.0,2.0,129.0,Medio
35,84.2,10.7,3,7.4,4,7,1800.0,2.0,0.0,Medio
31,76.3,5.0,6,8.6,1,2,1075.0,4.0,93.0,Bajo
27,76.9,9.8,6,7.9,1,8,1800.0,1.0,18.0,Medio
22,54.3,4.6,6,,1,5,1800.0,3.0,97.0,Medio
37,85.3,12.5,1,8.5,6,7,1800.0,4.0,0.0,Bajo
36,93.0,3.6,2,10.0,5,6,1800.0,0.0,0.0,Bajo
18,61.5,11.0,5,7.6,2,6,1800.0,1.0,183.0,Alto
34,73.4,5.0,5,7.3,2,6,1800.0,2.0,126.0,Medio
19,67.0,13.0,3,7.4,4,6,1800.0,3.0,75.0,Alto
34,69.5,8.8,1,8.8,6,9,1800.0,5.0,36.0,Medio
36,82.7,4.0,1,6.5,6,6,1800.0,2.0,24.0,Bajo
21,54.9,5.4,5,6.9,2,8,1800.0,2.0,114.0,Bajo
27,90.0,9.3,3,5.4,4,8,1800.0,0.0,76.0,Medio
20,91.8,10.2,3,5.8,4,8,1800.0,3.0,208.0,Alto
31,78.7,6.8,5,6.6,2,3,1800.0,2.0,87.0,Bajo
39,50.0,7.1,1,7.1,6,9,1800.0,2.0,104.0,Medio
19,69.0,9.3,5,9.3,2,6,1800.0,2.0,3.0,Medio
27,98.0,7.4,2,7.8,5,8,1800.0,3.0,75.0,Alto
40,50.0,3.1,6,6.1,1,5,1490.0,1.0,112.0,Bajo
24,77.5,4.6,6,6.3,1,4,1800.0,1.0,74.0,Alto
21,66.7,7.7,4,8.8,3,10,1800.0,3.0,66.0,Alto
29,92.5,10.6,2,8.6,5,5,1800.0,0.0,123.0,Bajo
29,73.2,11.8,2,7.2,5,9,1800.0,1.0,206.0,Alto
33,87.3,9.3,2,6.7,5,7,1800.0,0.0,110.0,Medio
25,89.4,7.9,6,8.5,1,6,1800.0,5.0,180.0,Alto
39,105.9,9.2,2,6.0,5,6,1800.0,1.0,144.0,Medio
29,79.4,5.0,3,7.7,4,4,1800.0,1.0,176.0,Bajo
24,86.9,6.5,3,9.9,4,6,1800.0,2.0,57.0,Bajo
40,62.7,4.5,5,15.0,2,5,1800.0,1.0,86.0,Bajo
39,97.5,3.3,6,6.3,1,6,1800.0,1.0,86.0,Medio
29,72.1,8.0,4,7.7,3,8,1800.0,2.0,138.0,Medio
18,74.7,7.6,5,6.6,2,7,1800.0,1.0,155.0,Alto
31,81.7,9.1,4,5.5,3,4,1800.0,1.0,109.0,Bajo
30,61.7,8.6,3,8.0,4,8,1800.0,0.0,161.0,Medio
21,85.0,7.7,1,8.5,6,6,1800.0,0.0,61.0,Bajo
32,94.6,8.7,2,6.8,5,6,1800.0,2.0,162.0,Medio
37,85.8,6.9,3,6.7,4,8,1800.0,3.0,171.0,Medio
20,61.3,8.2,1,6.0,6,6,1800.0,0.0,147.0,Bajo
34,80.4,4.8,2,7.0,5,4,1772.0,4.0,109.0,Medio
21,91.6,8.1,3,6.5,4,10,1800.0,4.0,150.0,Alto
35,57.6,9.0,3,6.0,4,6,,4.0,37.0,Alto
27,68.0,5.0,5,9.5,2,6,1800.0,3.0,114.0,Medio
18,93.4,7.2,6,7.8,1,6,1800.0,3.0,121.0,Medio
40,85.5,5.1,5,7.9,2,9,1800.0,7.0,7.0,Medio
21,87.4,5.4,1,8.3,6,6,1800.0,2.0,133.0,Medio
31,106.2,3.6,3,8.1,4,4,1654.0,0.0,13.0,Bajo
22,88.1,10.8,5,6.7,2,5,1800.0,0.0,70.0,Medio
39,90.6,10.2,4,7.5,3,9,1800.0,6.0,103.0,Alto
34,117.2,8.6,3,6.9,4,8,1800.0,6.0,49.0,Alto
36,79.2,12.9,3,7.7,4,6,1800.0,0.0,106.0,Medio
27,71.6,6.4,3,7.6,4,9,1800.0,1.0,105.0,Bajo
28,87.6,16.1,4,6.7,3,8,1800.0,2.0,43.0,Medio
32,87.7,6.3,2,5.6,5,6,1800.0,5.0,140.0,Medio
36,75.2,7.8,4,7.4,3,6,1800.0,0.0,47.0,Bajo
37,68.6,5.8,2,7.0,5,7,1800.0,0.0,260.0,Alto
18,112.0,8.1,5,4.9,2,5,1800.0,7.0,92.0,Alto
33,86.2,9.5,6,7.8,1,7,1800.0,3.0,18.0,Medio
20,72.5,6.7,4,8.4,3,7,1800.0,3.0,31.0,Bajo
24,93.9,12.3,3,10.0,4,3,1800.0,2.0,180.0,Bajo
37,80.6,7.7,6,6.7,1,6,1800.0,3.0,71.0,Alto
23,78.7,7.8,4,6.6,3,6,1800.0,0.0,5.0,Bajo
36,89.3,4.3,3,5.9,4,8,1800.0,1.0,160.0,Alto
28,65.2,8.3,1,7.5,6,3,1800.0,2.0,71.0,Bajo
23,86.6,6.6,1,7.4,6,6,1800.0,0.0,146.0,Medio
25,106.9,5.2,2,6.2,5,6,1800.0,2.0,165.0,Bajo
30,88.1,4.7,2,7.0,5,8,1800.0,1.0,119.0,Medio
35,77.1,15.0,5,4.8,2,6,1800.0,2.0,268.0,Alto
31,75.4,6.2,4,8.3,3,10,1800.0,1.0,0.0,Bajo
39,76.7,2.6,6,6.3,1,8,1800.0,0.0,43.0,Medio
37,78.7,4.9,4,7.2,3,6,1800.0,0.0,82.0,Bajo
35,77.1,6.8,6,5.5,1,7,1800.0,2.0,258.0,Alto
31,93.9,8.6,4,6.5,3,6,1800.0,2.0,226.0,Alto
24,59.5,8.7,3,6.9,4,8,1800.0,0.0,190.0,Medio
27,93.2,9.0,5,7.2,2,4,1800.0,2.0,44.0,Bajo
20,77.1,5.1,3,7.8,4,5,,2.0,53.0,Alto
26,86.9,8.0,2,8.9,5,7,1800.0,1.0,42.0,Bajo
39,67.3,4.4,3,8.1,4,9,1800.0,0.0,45.0,Bajo
27,99.3,5.1,4,8.4,3,3,1456.0,4.0,204.0,Bajo
20,98.2,4.2,3,8.9,4,9,1800.0,0.0,83.0,Bajo
32,94.5,3.4,5,7.9,2,6,1800.0,2.0,92.0,Bajo
40,62.3,10.2,6,7.2,1,3,1800.0,1.0,154.0,Medio
37,92.8,9.1,3,8.4,4,1,953.0,1.0,0.0,Bajo
24,87.3,9.9,2,8.5,5,4,1800.0,5.0,104.0,Medio
28,61.1,7.1,3,8.0,4,6,1800.0,3.0,23.0,Medio
30,81.7,9.3,6,5.5,1,6,1800.0,4.0,79.0,Alto
23,86.7,1.7,2,6.2,5,8,1504.0,3.0,59.0,Bajo
24,89.2,9.6,6,6.9,1,6,1800.0,3.0,55.0,Alto
23,84.3,7.5,3,8.1,4,5,1800.0,0.0,116.0,Bajo
40,85.8,8.9,6,7.2,1,6,1800.0,2.0,115.0,Alto
35,101.2,8.1,5,8.6,2,7,1800.0,2.0,85.0,Medio
37,97.9,4.0,5,8.8,2,7,1800.0,5.0,126.0,Medio
36,50.0,2.5,6,8.6,1,5,1293.0,1.0,39.0,Bajo
40,77.9,4.9,2,8.6,5,8,1800.0,3.0,148.0,Bajo
20,79.9,8.7,4,6.0,3,5,1800.0,3.0,86.0,Medio
38,59.2,9.1,1,7.8,6,5,1800.0,5.0,66.0,Medio
19,83.2,2.9,2,6.5,5,6,1594.0,2.0,44.0,Bajo
28,98.2,4.1,1,5.2,6,8,1800.0,4.0,83.0,Alto
31,67.9,4.8,5,6.9,2,6,1800.0,0.0,231.0,Medio
26,86.4,5.9,4,8.8,3,5,1800.0,0.0,96.0,Medio
21,70.1,2.9,5,7.8,2,8,1800.0,0.0,20.0,Bajo
22,73.3,2.7,2,9.6,5,10,1800.0,4.0,164.0,Medio
36,101.2,4.5,2,7.4,5,7,1800.0,4.0,67.0,Bajo
25,74.9,7.3,5,10.0,2,9,1800.0,4.0,120.0,Alto
25,88.0,3.5,5,7.4,2,8,1800.0,1.0,58.0,Bajo
39,57.7,6.7,6,7.2,1,5,1800.0,1.0,190.0,Medio
21,106.2,10.2,1,5.7,6,7,1800.0,2.0,59.0,Medio
39,89.8,3.1,3,8.5,4,4,1211.0,5.0,198.0,Bajo
39,79.6,6.4,1,6.6,6,6,1800.0,6.0,27.0,Medio
31,89.5,10.1,5,6.4,2,5,1800.0,4.0,79.0,Alto
21,63.7,5.7,1,8.7,6,6,1800.0,3.0,198.0,Medio
21,97.4,5.3,5,8.6,2,5,1800.0,5.0,112.0,Medio
24,77.8,10.5,1,8.6,6,6,1800.0,2.0,259.0,Medio
31,79.3,6.1,1,6.8,6,7,1800.0,1.0,81.0,Bajo
21,75.6,10.3,6,7.1,1,6,1800.0,2.0,118.0,Alto
28,74.5,8.3,3,7.1,4,3,1800.0,0.0,233.0,Medio
20,91.0,6.0,3,8.1,4,5,1800.0,2.0,0.0,Bajo
30,85.3,8.4,4,9.1,3,4,1800.0,0.0,0.0,Bajo
18,90.5,8.0,2,7.6,5,7,1800.0,4.0,44.0,Bajo
34,81.9,10.1,5,9.6,2,7,1800.0,3.0,157.0,Medio
19,88.7,5.4,3,8.3,4,7,1800.0,5.0,0.0,Bajo
22,76.6,7.1,2,6.9,5,5,1800.0,0.0,142.0,Bajo
22,111.0,6.8,3,,4,7,1800.0,6.0,137.0,Alto
37,61.6,9.1,1,9.2,6,6,1800.0,0.0,241.0,Bajo
19,98.4,3.9,2,9.6,5,4,1387.0,0.0,173.0,Bajo
27,99.8,10.1,4,8.6,3,8,1800.0,1.0,125.0,Medio
31,70.9,8.4,1,7.2,6,8,1800.0,5.0,195.0,Medio
29,111.0,3.0,1,6.9,6,8,1800.0,3.0,138.0,Alto
33,94.9,10.6,4,7.9,3,5,1800.0,2.0,68.0,Medio
36,94.6,13.7,3,9.2,4,9,1800.0,1.0,20.0,Bajo
27,82.4,10.0,1,7.7,6,6,1800.0,0.0,60.0,Bajo
37,79.2,11.3,5,7.7,2,8,1800.0,4.0,97.0,Alto
25,79.3,7.3,5,7.3,2,6,1800.0,4.0,112.0,Alto
40,87.1,2.0,1,6.8,6,6,1134.0,5.0,0.0,Bajo
29,100.2,1.5,2,7.0,5,2,171.0,3.0,85.0,Bajo
34,84.4,7.8,3,7.4,4,6,1800.0,0.0,102.0,Bajo
38,70.2,5.2,5,9.3,2,7,1800.0,,138.0,Bajo
36,92.7,4.3,1,6.9,6,6,1800.0,3.0,214.0,Bajo
37,94.0,6.8,5,7.3,2,10,1800.0,1.0,113.0,Alto
30,90.5,8.8,2,6.2,5,4,1800.0,1.0,36.0,Bajo
18,91.7,2.6,1,8.1,6,5,1318.0,0.0,0.0,Bajo
29,78.5,5.7,6,8.8,1,5,1800.0,4.0,148.0,Alto
22,69.9,11.5,1,9.1,6,5,1800.0,3.0,39.0,Bajo
38,70.7,3.8,1,7.4,6,8,1800.0,3.0,161.0,Bajo
23,60.7,9.6,6,7.9,1,9,1800.0,1.0,198.0,Alto
23,85.1,5.5,4,7.0,3,5,1800.0,3.0,0.0,Medio
23,80.9,8.6,3,7.8,4,5,1800.0,0.0,139.0,Bajo
32,76.3,10.3,5,7.6,2,4,1800.0,2.0,190.0,Medio
31,50.0,9.2,4,7.3,3,9,1800.0,0.0,171.0,Medio
39,65.8,9.7,4,7.4,3,9,1800.0,0.0,0.0,Medio
27,96.6,3.5,1,7.7,6,6,1800.0,2.0,40.0,Bajo
24,73.4,10.3,4,6.8,3,4,1800.0,7.0,10.0,Alto
19,86.7,4.4,2,6.9,5,4,1719.0,0.0,137.0,Medio
18,63.9,7.8,5,9.2,2,7,1800.0,0.0,129.0,Bajo
26,100.7,7.8,4,10.0,3,7,1800.0,3.0,0.0,Bajo
39,80.1,8.5,1,5.8,6,3,1800.0,6.0,79.0,Alto
30,85.8,8.0,6,5.7,1,6,1800.0,3.0,156.0,Alto
38,112.2,4.5,2,6.1,5,9,1800.0,4.0,110.0,Alto
20,101.7,3.0,2,7.1,5,6,1762.0,2.0,110.0,Bajo
20,78.0,9.6,6,8.3,1,9,1800.0,1.0,74.0,Medio
37,74.3,7.6,5,7.9,2,8,1800.0,2.0,26.0,Medio
20,77.8,10.4,6,7.4,1,5,1800.0,1.0,99.0,Medio
19,88.6,6.9,4,7.8,3,6,1800.0,4.0,104.0,Alto
27,80.6,2.8,6,6.4,1,6,1516.0,0.0,143.0,Medio
39,76.9,9.9,1,6.9,6,5,1800.0,4.0,149.0,Medio
33,101.1,5.9,4,7.2,3,5,1800.0,2.0,106.0,Medio
20,80.5,8.0,2,5.3,5,9,1800.0,2.0,177.0,Medio
37,111.9,5.1,3,5.8,4,5,1800.0,0.0,74.0,Bajo
37,83.2,11.9,2,5.9,5,8,1800.0,0.0,0.0,Medio
36,105.2,4.4,2,8.1,5,6,1800.0,5.0,133.0,Medio
38,86.6,6.0,3,7.5,4,15,1800.0,2.0,109.0,Bajo
23,94.5,7.3,6,7.9,1,8,1800.0,3.0,135.0,Bajo
40,72.6,3.7,4,5.0,3,5,1785.0,0.0,11.0,Bajo
25,70.9,8.0,3,5.4,4,8,1800.0,2.0,225.0,Medio
36,88.0,11.8,3,8.0,4,3,1800.0,0.0,150.0,Bajo
31,94.9,5.5,4,3.9,3,7,1800.0,2.0,80.0,Alto
35,82.5,8.2,2,8.7,5,2,1581.0,3.0,35.0,Bajo
32,65.3,1.0,4,5.0,3,6,699.0,3.0,175.0,Bajo
32,64.3,6.9,5,8.2,2,8,1800.0,0.0,23.0,Bajo
32,63.4,6.1,2,6.1,5,8,1800.0,2.0,258.0,Medio
35,59.0,4.5,4,8.5,3,4,1736.0,3.0,57.0,Bajo
34,83.4,10.2,5,10.0,2,4,1800.0,2.0,220.0,Bajo
21,96.6,6.0,4,4.5,3,5,1800.0,2.0,87.0,Alto
36,81.8,6.5,2,8.0,5,7,1800.0,6.0,211.0,Medio
30,52.6,5.9,4,5.0,3,3,1800.0,0.0,49.0,Bajo
25,79.5,1.2,5,7.7,2,6,703.0,4.0,101.0,Bajo
29,79.9,3.6,2,7.0,5,7,1800.0,0.0,156.0,Medio
40,109.2,9.9,4,7.4,3,6,1800.0,4.0,146.0,Alto
37,63.1,1.0,5,6.1,2,7,632.0,4.0,177.0,Bajo
37,76.9,4.7,2,8.1,5,7,1800.0,1.0,66.0,Bajo
28,104.2,5.8,3,5.5,4,6,1800.0,0.0,106.0,Medio
36,87.8,12.2,6,8.7,1,3,1800.0,0.0,187.0,Bajo
26,89.3,9.3,3,6.7,4,7,1800.0,1.0,51.0,Bajo
33,83.5,5.3,4,5.5,3,5,1800.0,3.0,140.0,Medio
32,86.3,10.9,1,9.1,6,5,1800.0,0.0,85.0,Medio
23,92.1,4.8,6,7.1,1,7,1800.0,2.0,114.0,Medio
24,71.5,10.0,4,9.5,3,9,1800.0,0.0,106.0,Bajo
19,93.4,2.9,5,8.7,2,6,1728.0,2.0,45.0,Bajo
21,64.2,10.2,4,6.2,3,7,1800.0,0.0,82.0,Bajo
27,86.3,5.8,3,,4,4,1800.0,2.0,110.0,Bajo
28,84.3,3.9,3,7.3,4,7,1800.0,1.0,93.0,Bajo
21,74.0,6.3,5,9.0,2,6,1800.0,0.0,210.0,Bajo
27,81.7,7.8,6,7.7,1,9,1800.0,1.0,171.0,Alto
31,73.9,5.5,1,7.4,6,6,1800.0,0.0,120.0,Bajo
23,68.1,8.7,6,7.0,1,6,1800.0,0.0,47.0,Medio
25,77.4,5.3,5,7.1,2,8,1800.0,4.0,42.0,Alto
26,67.6,8.9,1,8.8,6,6,1800.0,1.0,238.0,Bajo
29,86.2,8.3,1,7.2,6,5,1800.0,0.0,29.0,Bajo
26,67.0,6.8,5,6.7,2,10,1800.0,1.0,108.0,Alto
34,91.3,5.7,6,6.5,1,5,1800.0,4.0,125.0,Medio
25,66.6,7.5,3,6.5,4,6,1800.0,1.0,78.0,Medio
27,74.6,8.7,4,5.5,3,7,1800.0,5.0,30.0,Medio
26,73.9,13.2,6,6.3,1,7,1800.0,0.0,45.0,Alto
22,99.2,9.8,2,9.0,5,6,1800.0,3.0,62.0,Medio
33,86.3,9.9,2,7.0,5,6,1800.0,4.0,50.0,Medio
23,79.2,16.3,6,8.0,1,6,1800.0,3.0,193.0,Alto
24,88.5,8.5,2,4.2,5,4,1800.0,0.0,99.0,Medio
36,54.6,8.5,3,7.9,4,10,1800.0,0.0,63.0,Bajo
39,81.4,9.1,3,7.0,4,6,1800.0,5.0,107.0,Alto
33,108.0,4.0,4,6.6,3,8,1800.0,1.0,147.0,Alto
39,83.7,5.7,2,7.4,5,6,1800.0,4.0,76.0,Bajo
37,82.9,5.5,5,15.0,2,6,1800.0,1.0,163.0,Medio
29,89.1,8.9,5,4.7,2,6,1800.0,2.0,11.0,Alto
35,93.6,6.5,2,8.3,5,4,1800.0,0.0,182.0,Bajo
25,56.0,7.4,3,7.5,4,6,1800.0,1.0,99.0,Medio
28,60.1,10.3,1,6.8,6,6,1800.0,0.0,97.0,Medio
30,84.7,9.6,2,6.0,5,9,1800.0,3.0,51.0,Medio
40,72.7,6.5,6,5.4,1,15,1800.0,2.0,14.0,Alto
37,99.1,5.0,4,7.5,3,5,1800.0,3.0,0.0,Bajo
29,77.9,10.4,4,9.1,3,5,1800.0,1.0,47.0,Bajo
33,56.9,9.3,6,7.4,1,9,1800.0,0.0,141.0,Medio
22,65.5,2.2,5,5.5,2,5,920.0,3.0,33.0,Bajo
36,50.0,6.1,5,7.5,2,8,1800.0,0.0,0.0,Medio
30,79.0,7.5,5,7.1,2,8,1800.0,4.0,36.0,Alto
30,79.6,9.3,3,8.2,4,6,1800.0,2.0,73.0,Medio
35,76.5,9.7,4,7.9,3,4,1800.0,2.0,76.0,Medio
32,96.0,7.9,2,3.6,5,4,1800.0,3.0,91.0,Alto
19,97.6,8.8,6,7.9,1,8,1800.0,2.0,172.0,Alto
24,79.8,7.2,2,6.0,5,4,1800.0,0.0,187.0,Medio
22,54.2,5.0,6,5.5,1,7,1800.0,0.0,240.0,Alto
34,90.0,6.2,6,7.0,1,7,1800.0,4.0,0.0,Medio
18,89.2,7.1,1,7.7,6,7,1800.0,2.0,40.0,Bajo
22,86.0,6.9,5,5.2,2,7,1800.0,0.0,149.0,Medio
31,94.8,1.3,6,8.0,1,5,738.0,3.0,68.0,Bajo
33,66.9,5.8,4,8.1,3,5,1800.0,1.0,160.0,Medio
29,108.1,7.2,3,7.3,4,8,1800.0,0.0,114.0,Bajo
37,69.5,6.2,6,6.2,1,5,1800.0,0.0,211.0,Alto
39,91.7,6.3,4,6.0,3,2,1446.0,4.0,173.0,Medio
21,60.1,8.5,1,8.4,6,8,1800.0,0.0,174.0,Medio
39,69.9,3.8,2,5.4,5,5,1800.0,,71.0,Medio
32,101.7,2.1,5,8.5,2,7,1343.0,2.0,93.0,Medio
32,78.6,6.0,3,7.0,4,9,1800.0,5.0,79.0,Alto
20,92.9,9.3,2,7.1,5,7,1800.0,3.0,0.0,Bajo
32,85.1,12.1,5,5.2,2,8,1800.0,1.0,203.0,Alto
34,80.6,9.3,1,7.0,6,7,1800.0,5.0,152.0,Alto
31,99.7,2.6,2,7.9,5,9,1800.0,0.0,76.0,Bajo
19,78.9,6.3,3,5.6,4,5,1800.0,3.0,191.0,Alto
30,58.9,7.8,1,7.8,6,6,1800.0,3.0,56.0,Bajo
39,71.6,7.5,3,7.3,4,8,1800.0,0.0,0.0,Bajo
34,89.2,8.6,6,6.4,1,6,1800.0,4.0,171.0,Alto
21,87.1,4.2,6,8.2,1,9,1800.0,1.0,11.0,Medio
40,61.6,7.2,6,4.6,1,6,1800.0,4.0,86.0,Alto
40,72.6,8.3,2,7.6,5,10,1800.0,0.0,114.0,Bajo
21,74.4,9.5,1,9.1,6,10,1800.0,3.0,127.0,Bajo
36,77.2,4.6,5,8.9,2,7,1800.0,1.0,159.0,Bajo
27,64.1,6.0,3,7.7,4,7,1800.0,4.0,141.0,Medio
31,73.8,1.0,5,6.8,2,9,953.0,2.0,138.0,Medio
28,72.5,5.1,1,6.4,6,4,1800.0,5.0,45.0,Bajo
36,92.0,5.4,5,6.8,2,4,1800.0,3.0,121.0,Alto
40,92.5,3.9,4,7.9,3,9,1800.0,2.0,0.0,Alto
36,80.1,7.5,6,6.2,1,7,1800.0,4.0,209.0,Alto
39,76.9,6.8,1,8.1,6,6,1800.0,4.0,2.0,Bajo
39,83.8,1.0,3,9.8,4,7,701.0,3.0,76.0,Bajo
20,71.4,7.6,6,7.1,1,2,1493.0,0.0,8.0,Bajo
23,67.1,4.2,3,5.6,4,6,1800.0,0.0,49.0,Bajo
34,69.8,8.5,4,5.6,3,5,1800.0,5.0,101.0,Alto
31,73.7,3.2,1,8.1,6,8,1800.0,0.0,63.0,Bajo
19,66.9,7.1,5,7.1,2,8,1800.0,4.0,180.0,Alto
20,84.1,6.2,2,8.3,5,8,1800.0,4.0,116.0,Medio
29,91.5,7.9,4,6.6,3,7,1800.0,1.0,68.0,Medio
32,61.4,7.4,6,8.2,1,4,1800.0,0.0,91.0,Bajo
21,82.3,6.2,4,7.0,3,8,1800.0,1.0,185.0,Medio
21,79.1,2.4,3,6.3,4,8,1800.0,6.0,164.0,Alto
20,86.4,2.6,2,6.7,5,9,1800.0,0.0,20.0,Bajo
30,81.8,5.2,3,5.8,4,10,1800.0,1.0,52.0,Medio
18,63.1,7.0,6,9.6,1,3,1800.0,0.0,133.0,Bajo
31,65.6,5.2,2,7.1,5,6,1800.0,5.0,125.0,Medio
28,82.4,8.9,4,8.0,3,5,1800.0,2.0,26.0,Medio
28,95.4,6.2,3,6.6,4,7,1800.0,1.0,152.0,Alto
33,53.2,4.1,2,5.9,5,7,1800.0,5.0,38.0,Alto
30,86.5,6.2,5,6.9,2,6,1800.0,3.0,191.0,Medio
34,97.5,7.7,3,8.5,4,8,1800.0,0.0,137.0,Bajo
35,80.0,8.0,2,6.6,5,5,1800.0,0.0,21.0,Bajo
39,89.2,12.6,4,6.2,3,5,1800.0,5.0,63.0,Alto
36,72.9,5.0,5,7.4,2,5,1800.0,2.0,62.0,Bajo
29,80.4,6.8,6,7.8,1,6,1800.0,0.0,111.0,Alto
29,60.9,8.3,4,9.2,3,4,1800.0,,86.0,Bajo
23,51.5,6.9,4,7.6,3,6,1800.0,0.0,20.0,Medio
31,94.3,5.5,5,8.0,2,6,1800.0,0.0,2.0,Medio
21,69.2,2.4,2,8.1,5,5,1271.0,0.0,138.0,Bajo
39,76.1,5.5,2,5.8,5,8,1800.0,0.0,120.0,Bajo
37,64.0,3.8,3,6.0,4,6,1800.0,0.0,107.0,Medio
20,63.7,1.8,4,5.9,3,8,1343.0,1.0,119.0,Bajo
36,79.7,4.6,4,5.6,3,6,1800.0,6.0,57.0,Medio
20,72.5,3.9,1,8.2,6,6,1800.0,2.0,113.0,Bajo
34,86.9,8.8,5,7.5,2,5,1800.0,2.0,278.0,Alto
20,87.9,8.8,3,7.3,4,6,1800.0,3.0,182.0,Alto
29,86.2,4.3,6,4.1,1,8,1800.0,2.0,80.0,Alto
33,85.1,6.2,5,9.7,2,6,1800.0,3.0,63.0,Bajo
34,102.5,1.4,6,6.1,1,7,1070.0,3.0,0.0,Medio
27,68.1,5.5,4,9.7,3,5,1800.0,2.0,175.0,Bajo
39,81.3,8.2,4,5.5,3,8,1800.0,8.0,155.0,Alto
35,96.7,9.5,2,6.2,5,5,1800.0,4.0,62.0,Medio
22,98.4,4.9,3,4.6,4,8,1800.0,0.0,0.0,Bajo
33,63.5,10.2,6,7.6,1,7,1800.0,3.0,19.0,Alto
34,77.9,2.5,3,5.9,4,9,1800.0,1.0,131.0,Medio
25,99.7,3.3,1,5.9,6,4,1227.0,3.0,94.0,Bajo
34,88.6,9.1,2,5.6,5,4,1800.0,0.0,148.0,Medio
38,84.5,12.0,4,8.1,3,5,1800.0,0.0,106.0,Medio
36,79.2,8.5,4,8.1,3,4,1800.0,3.0,168.0,Medio
35,77.0,6.9,6,9.4,1,4,1800.0,4.0,126.0,Bajo
32,85.7,1.0,6,6.4,1,8,919.0,3.0,158.0,Bajo
24,78.7,1.0,4,7.5,3,6,658.0,4.0,0.0,Bajo
36,81.4,7.4,4,5.7,3,6,1800.0,3.0,14.0,Medio
26,83.0,5.9,5,6.8,2,6,1800.0,3.0,74.0,Medio
