age,weight_kg,training_hours,training_days,sleep_hours,rest_days,intensity,weekly_load,pain,competition_minutes,risk
24.0,80.9,7.4,5.0,7.9,2.0,4.0,1800.0,4.0,136.0,Bajo
30.0,61.2,8.0,5.0,6.5,2.0,6.0,1800.0,5.0,128.0,Medio
25.0,72.1,4.6,2.0,7.0,5.0,7.0,1800.0,6.0,187.0,Medio
20.0,83.9,6.6,2.0,4.9,5.0,9.0,1800.0,2.0,150.0,Alto
33.0,86.8,5.2,1.0,6.8,6.0,5.0,1800.0,4.0,69.0,Bajo
33.0,87.4,13.9,4.0,7.2,3.0,5.0,1800.0,0.0,55.0,Bajo
20.0,64.8,6.7,5.0,7.4,2.0,6.0,1800.0,3.0,97.0,Medio
24.0,93.1,11.6,3.0,7.7,4.0,7.0,1800.0,0.0,47.0,Medio
23.0,71.6,6.4,1.0,7.5,6.0,6.0,1800.0,2.0,26.0,Bajo
33.0,90.2,7.8,2.0,6.9,5.0,8.0,1800.0,8.0,0.0,Medio
34.0,81.9,3.0,3.0,7.5,4.0,5.0,1377.0,3.0,0.0,Bajo
34.0,64.1,5.7,6.0,8.4,1.0,7.0,1800.0,0.0,239.0,Medio
39.0,77.9,7.6,1.0,7.1,6.0,7.0,1800.0,3.0,54.0,Bajo
35.0,86.7,11.8,3.0,7.6,4.0,6.0,1800.0,1.0,233.0,Bajo
25.0,90.0,7.7,4.0,7.0,3.0,8.0,1800.0,0.0,128.0,Medio
20.0,80.2,11.2,2.0,6.4,5.0,7.0,1800.0,6.0,97.0,Alto
32.0,101.9,8.9,6.0,7.8,1.0,8.0,1800.0,4.0,0.0,Medio
39.0,95.1,11.9,6.0,6.5,1.0,7.0,1800.0,3.0,100.0,Medio
40.0,78.7,6.8,3.0,7.7,4.0,7.0,1800.0,1.0,232.0,Bajo
23.0,91.8,14.2,5.0,7.2,2.0,5.0,1800.0,2.0,209.0,Medio
23.0,107.1,5.5,5.0,6.8,2.0,5.0,1800.0,5.0,119.0,Alto
18.0,107.5,4.7,5.0,6.8,2.0,9.0,1800.0,3.0,20.0,Medio
21.0,66.0,3.4,2.0,6.6,5.0,8.0,1800.0,0.0,33.0,Bajo
30.0,70.0,14.0,1.0,5.2,6.0,5.0,1800.0,7.0,40.0,Alto
30.0,101.3,9.5,3.0,7.7,4.0,7.0,1800.0,3.0,189.0,Medio
26.0,68.2,6.0,1.0,7.5,6.0,2.0,1031.0,3.0,214.0,Bajo
25.0,64.8,10.7,2.0,8.2,5.0,5.0,1800.0,2.0,114.0,Bajo
37.0,75.7,9.1,4.0,6.6,3.0,8.0,1800.0,3.0,79.0,Medio
28.0,87.5,12.9,4.0,9.5,3.0,6.0,1800.0,4.0,208.0,Medio
36.0,80.7,2.4,2.0,6.7,5.0,7.0,1702.0,1.0,31.0,Bajo
40.0,73.5,6.2,1.0,6.1,6.0,1.0,443.0,0.0,104.0,Bajo
25.0,73.2,5.6,2.0,6.0,5.0,6.0,1800.0,3.0,132.0,Medio
22.0,72.7,1.1,3.0,5.1,4.0,7.0,771.0,5.0,40.0,Bajo
39.0,70.6,10.2,5.0,9.0,2.0,7.0,1800.0,1.0,55.0,Bajo
32.0,111.7,6.2,3.0,8.8,4.0,8.0,1800.0,1.0,50.0,Bajo
24.0,85.9,9.2,2.0,7.9,5.0,6.0,1800.0,5.0,199.0,Medio
32.0,93.5,14.1,4.0,6.1,3.0,6.0,1800.0,1.0,234.0,Alto
29.0,75.6,5.9,1.0,9.4,6.0,4.0,1800.0,1.0,108.0,Bajo
38.0,79.6,5.7,2.0,6.8,5.0,6.0,1800.0,1.0,81.0,Bajo
23.0,72.7,7.4,1.0,6.9,6.0,4.0,1800.0,2.0,58.0,Bajo
40.0,50.0,10.0,4.0,8.9,3.0,3.0,1800.0,0.0,100.0,Medio
39.0,64.1,5.3,3.0,8.0,4.0,5.0,1800.0,1.0,61.0,Medio
22.0,58.5,5.1,4.0,9.8,3.0,9.0,1800.0,3.0,93.0,Bajo
21.0,52.8,10.2,4.0,7.5,3.0,6.0,1800.0,3.0,129.0,Medio
30.0,66.5,8.1,3.0,6.7,4.0,7.0,1800.0,5.0,72.0,Medio
19.0,99.2,1.0,6.0,6.5,1.0,6.0,508.0,6.0,87.0,Bajo
24.0,81.4,3.3,6.0,5.0,1.0,3.0,1055.0,5.0,87.0,Medio
28.0,98.8,11.5,1.0,6.9,6.0,8.0,1800.0,4.0,78.0,Bajo
40.0,87.3,8.2,6.0,8.6,1.0,3.0,1800.0,2.0,69.0,Medio
40.0,92.2,4.7,2.0,7.9,5.0,6.0,1800.0,1.0,153.0,Bajo
21.0,70.3,6.5,2.0,7.2,5.0,6.0,1800.0,2.0,0.0,Bajo
38.0,88.8,7.0,4.0,6.0,3.0,7.0,1800.0,3.0,210.0,Medio
20.0,91.5,9.2,1.0,7.5,6.0,5.0,1800.0,4.0,109.0,Bajo
35.0,74.5,2.9,3.0,8.4,4.0,3.0,865.0,3.0,143.0,Bajo
37.0,89.3,4.5,2.0,7.7,5.0,5.0,1800.0,2.0,151.0,Bajo
38.0,89.4,7.8,3.0,7.4,4.0,5.0,1800.0,4.0,50.0,Bajo
23.0,74.9,6.7,5.0,6.2,2.0,5.0,1800.0,5.0,36.0,Medio
38.0,67.4,8.7,6.0,8.2,1.0,8.0,1800.0,4.0,28.0,Medio
20.0,66.6,3.3,2.0,3.5,5.0,4.0,1244.0,2.0,83.0,Bajo
29.0,83.1,8.1,4.0,7.7,3.0,7.0,1800.0,1.0,149.0,Medio
28.0,86.3,10.3,3.0,10.0,4.0,7.0,1800.0,0.0,59.0,Bajo
25.0,71.7,8.5,3.0,5.4,4.0,8.0,1800.0,1.0,143.0,Alto
18.0,82.3,7.4,4.0,6.9,3.0,6.0,1800.0,3.0,0.0,Medio
35.0,89.4,6.7,6.0,7.2,1.0,8.0,1800.0,3.0,73.0,Medio
25.0,90.0,4.5,3.0,6.6,4.0,6.0,1800.0,0.0,182.0,Bajo
33.0,102.2,6.8,1.0,8.4,6.0,7.0,1800.0,1.0,88.0,Bajo
27.0,98.6,10.8,6.0,7.8,1.0,4.0,1800.0,3.0,42.0,Medio
26.0,69.0,6.6,6.0,7.4,1.0,2.0,1408.0,0.0,54.0,Bajo
38.0,103.9,4.3,2.0,8.2,5.0,7.0,1800.0,3.0,0.0,Bajo
20.0,75.1,5.5,4.0,7.2,3.0,7.0,1800.0,2.0,29.0,Medio
34.0,95.6,7.6,6.0,10.0,1.0,7.0,1800.0,1.0,174.0,Medio
35.0,82.9,5.9,4.0,7.4,3.0,6.0,1800.0,2.0,59.0,Bajo
26.0,76.6,8.5,3.0,7.4,4.0,9.0,1800.0,3.0,67.0,Medio
24.0,58.5,8.6,6.0,7.2,1.0,6.0,1800.0,1.0,0.0,Medio
18.0,79.8,9.7,5.0,6.5,2.0,7.0,1800.0,2.0,0.0,Alto
39.0,61.7,11.3,4.0,8.6,3.0,8.0,1800.0,3.0,183.0,Medio
39.0,94.6,10.0,1.0,5.6,6.0,10.0,1800.0,1.0,143.0,Alto
23.0,101.7,4.2,3.0,4.6,4.0,6.0,1800.0,0.0,9.0,Bajo
18.0,71.6,4.3,5.0,7.2,2.0,5.0,1800.0,0.0,56.0,Bajo
20.0,85.9,6.8,2.0,8.8,5.0,4.0,1800.0,1.0,98.0,Medio
19.0,72.6,5.6,4.0,7.3,3.0,9.0,1800.0,0.0,16.0,Medio
37.0,73.8,3.6,4.0,6.8,3.0,7.0,1800.0,2.0,0.0,Medio
38.0,92.1,5.7,1.0,5.0,6.0,7.0,1800.0,6.0,89.0,Medio
21.0,81.5,5.6,4.0,7.7,3.0,10.0,1800.0,2.0,140.0,Medio
35.0,104.6,5.0,5.0,8.0,2.0,7.0,1800.0,2.0,141.0,Medio
22.0,75.7,6.1,2.0,5.1,5.0,4.0,1800.0,6.0,161.0,Medio
26.0,95.0,10.5,4.0,7.2,3.0,6.0,1800.0,3.0,0.0,Bajo
31.0,83.3,7.6,5.0,8.1,2.0,5.0,1800.0,1.0,104.0,Medio
34.0,92.3,14.4,1.0,8.6,6.0,6.0,1800.0,2.0,81.0,Bajo
38.0,76.2,7.5,4.0,7.9,3.0,6.0,1800.0,3.0,94.0,Medio
19.0,81.4,6.1,2.0,8.0,5.0,5.0,1800.0,6.0,85.0,Bajo
22.0,80.5,7.0,3.0,7.8,4.0,4.0,1800.0,1.0,54.0,Medio
24.0,71.1,7.8,4.0,8.2,3.0,9.0,1800.0,1.0,0.0,Medio
25.0,90.6,8.3,1.0,5.0,6.0,7.0,1800.0,0.0,181.0,Alto
40.0,90.5,13.2,1.0,5.4,6.0,6.0,1800.0,2.0,123.0,Bajo
35.0,89.7,4.5,3.0,6.3,4.0,8.0,1800.0,0.0,0.0,Medio
25.0,102.0,9.6,6.0,7.0,1.0,7.0,1800.0,1.0,133.0,Bajo
40.0,100.8,7.6,1.0,7.7,6.0,7.0,1800.0,0.0,69.0,Bajo
29.0,77.1,2.3,5.0,7.6,2.0,8.0,1800.0,4.0,71.0,Medio
29.0,86.8,9.3,1.0,8.5,6.0,7.0,1800.0,1.0,46.0,Bajo
27.0,73.9,10.8,3.0,8.6,4.0,8.0,1800.0,3.0,138.0,Medio
21.0,82.3,4.4,3.0,6.2,4.0,8.0,1800.0,0.0,44.0,Bajo
39.0,74.2,7.0,3.0,7.2,4.0,7.0,1800.0,2.0,23.0,Bajo
18.0,103.1,1.8,1.0,6.2,6.0,6.0,1062.0,0.0,179.0,Bajo
22.0,86.7,3.2,5.0,7.0,2.0,9.0,1800.0,1.0,87.0,Medio
23.0,79.2,10.1,2.0,7.6,5.0,6.0,1800.0,7.0,90.0,Alto
24.0,97.5,5.6,5.0,3.5,2.0,7.0,1800.0,4.0,148.0,Alto
21.0,53.8,3.7,4.0,10.0,3.0,7.0,1800.0,2.0,53.0,Bajo
18.0,55.8,7.7,4.0,7.9,3.0,5.0,1800.0,9.0,67.0,Medio
33.0,92.3,5.4,2.0,6.5,5.0,5.0,1800.0,0.0,121.0,Bajo
40.0,82.8,5.6,4.0,9.5,3.0,6.0,1800.0,5.0,0.0,Medio
20.0,85.3,9.2,6.0,6.8,1.0,6.0,1800.0,0.0,115.0,Medio
24.0,64.8,3.5,6.0,7.4,1.0,4.0,1246.0,2.0,47.0,Bajo
29.0,81.7,4.3,6.0,6.6,1.0,5.0,1800.0,0.0,160.0,Medio
39.0,108.0,7.5,2.0,9.2,5.0,7.0,1800.0,3.0,138.0,Bajo
33.0,92.7,9.9,4.0,7.1,3.0,9.0,1800.0,2.0,129.0,Medio
35.0,84.2,10.7,3.0,7.4,4.0,7.0,1800.0,2.0,0.0,Medio
31.0,76.3,5.0,6.0,8.6,1.0,2.0,1075.0,4.0,93.0,Bajo
27.0,76.9,9.8,6.0,7.9,1.0,8.0,1800.0,1.0,18.0,Medio
22.0,54.3,4.6,6.0,7.2,1.0,5.0,1800.0,3.0,97.0,Medio
37.0,85.3,12.5,1.0,8.5,6.0,7.0,1800.0,4.0,0.0,Bajo
36.0,93.0,3.6,2.0,10.0,5.0,6.0,1800.0,0.0,0.0,Bajo
18.0,61.5,11.0,5.0,7.6,2.0,6.0,1800.0,1.0,183.0,Medio
34.0,73.4,5.0,5.0,7.3,2.0,6.0,1800.0,2.0,126.0,Medio
19.0,67.0,13.0,3.0,7.4,4.0,6.0,1800.0,3.0,75.0,Medio
34.0,69.5,8.8,1.0,8.8,6.0,9.0,1800.0,5.0,36.0,Medio
36.0,82.7,4.0,1.0,6.5,6.0,6.0,1800.0,2.0,24.0,Bajo
21.0,54.9,5.4,5.0,6.9,2.0,8.0,1800.0,2.0,114.0,Bajo
27.0,90.0,9.3,3.0,5.4,4.0,8.0,1800.0,0.0,76.0,Bajo
20.0,91.8,10.2,3.0,5.8,4.0,8.0,1800.0,3.0,208.0,Medio
31.0,78.7,6.8,5.0,6.6,2.0,3.0,1800.0,2.0,87.0,Bajo
39.0,50.0,7.1,1.0,7.1,6.0,9.0,1800.0,2.0,104.0,Medio
19.0,69.0,9.3,5.0,9.3,2.0,6.0,1800.0,2.0,3.0,Medio
27.0,98.0,7.4,2.0,7.8,5.0,8.0,1800.0,3.0,75.0,Medio
40.0,50.0,3.1,6.0,6.1,1.0,5.0,1490.0,1.0,112.0,Bajo
24.0,77.5,4.6,6.0,6.3,1.0,4.0,1800.0,1.0,74.0,Medio
21.0,66.7,7.7,4.0,8.8,3.0,10.0,1800.0,3.0,66.0,Medio
29.0,92.5,10.6,2.0,8.6,5.0,5.0,1800.0,0.0,123.0,Bajo
29.0,73.2,11.8,2.0,7.2,5.0,9.0,1800.0,1.0,206.0,Medio
33.0,87.3,9.3,2.0,6.7,5.0,7.0,1800.0,0.0,110.0,Medio
25.0,89.4,7.9,6.0,8.5,1.0,6.0,1800.0,5.0,180.0,Medio
39.0,105.9,9.2,2.0,6.0,5.0,6.0,1800.0,1.0,144.0,Medio
29.0,79.4,5.0,3.0,7.7,4.0,4.0,1800.0,1.0,176.0,Bajo
24.0,86.9,6.5,3.0,9.9,4.0,6.0,1800.0,2.0,57.0,Bajo
40.0,62.7,4.5,5.0,7.2,2.0,5.0,1800.0,1.0,86.0,Bajo
39.0,97.5,3.3,6.0,6.3,1.0,6.0,1800.0,1.0,86.0,Bajo
29.0,72.1,8.0,4.0,7.7,3.0,8.0,1800.0,2.0,138.0,Bajo
18.0,74.7,7.6,5.0,6.6,2.0,7.0,1800.0,1.0,155.0,Medio
31.0,81.7,9.1,4.0,5.5,3.0,4.0,1800.0,1.0,109.0,Bajo
30.0,61.7,8.6,3.0,8.0,4.0,8.0,1800.0,0.0,161.0,Medio
21.0,85.0,7.7,1.0,8.5,6.0,6.0,1800.0,0.0,61.0,Bajo
32.0,94.6,8.7,2.0,6.8,5.0,6.0,1800.0,2.0,162.0,Bajo
37.0,85.8,6.9,3.0,6.7,4.0,8.0,1800.0,3.0,171.0,Medio
20.0,61.3,8.2,1.0,6.0,6.0,6.0,1800.0,0.0,147.0,Bajo
34.0,80.4,4.8,2.0,7.0,5.0,4.0,1772.0,4.0,109.0,Medio
21.0,91.6,8.1,3.0,6.5,4.0,10.0,1800.0,4.0,150.0,Medio
35.0,57.6,9.0,3.0,6.0,4.0,6.0,1800.0,4.0,37.0,Medio
27.0,68.0,5.0,5.0,9.5,2.0,6.0,1800.0,3.0,114.0,Medio
18.0,93.4,7.2,6.0,7.8,1.0,6.0,1800.0,3.0,121.0,Medio
40.0,85.5,5.1,5.0,7.9,2.0,9.0,1800.0,7.0,7.0,Medio
21.0,87.4,5.4,1.0,8.3,6.0,6.0,1800.0,2.0,133.0,Bajo
31.0,106.2,3.6,3.0,8.1,4.0,4.0,1654.0,0.0,13.0,Bajo
22.0,88.1,10.8,5.0,6.7,2.0,5.0,1800.0,0.0,70.0,Bajo
39.0,90.6,10.2,4.0,7.5,3.0,9.0,1800.0,6.0,103.0,Alto
34.0,117.2,8.6,3.0,6.9,4.0,8.0,1800.0,6.0,49.0,Alto
36.0,79.2,12.9,3.0,7.7,4.0,6.0,1800.0,0.0,106.0,Medio
27.0,71.6,6.4,3.0,7.6,4.0,9.0,1800.0,1.0,105.0,Bajo
28.0,87.6,16.1,4.0,6.7,3.0,8.0,1800.0,2.0,43.0,Medio
32.0,87.7,6.3,2.0,5.6,5.0,6.0,1800.0,5.0,140.0,Medio
36.0,75.2,7.8,4.0,7.4,3.0,6.0,1800.0,0.0,47.0,Bajo
37.0,68.6,5.8,2.0,7.0,5.0,7.0,1800.0,0.0,260.0,Medio
18.0,112.0,8.1,5.0,4.9,2.0,5.0,1800.0,7.0,92.0,Alto
33.0,86.2,9.5,6.0,7.8,1.0,7.0,1800.0,3.0,18.0,Medio
20.0,72.5,6.7,4.0,8.4,3.0,7.0,1800.0,3.0,31.0,Bajo
24.0,93.9,12.3,3.0,10.0,4.0,3.0,1800.0,2.0,180.0,Bajo
37.0,80.6,7.7,6.0,6.7,1.0,6.0,1800.0,3.0,71.0,Medio
23.0,78.7,7.8,4.0,6.6,3.0,6.0,1800.0,0.0,5.0,Bajo
36.0,89.3,4.3,3.0,5.9,4.0,8.0,1800.0,1.0,160.0,Medio
28.0,65.2,8.3,1.0,7.5,6.0,3.0,1800.0,2.0,71.0,Bajo
23.0,86.6,6.6,1.0,7.4,6.0,6.0,1800.0,0.0,146.0,Medio
25.0,106.9,5.2,2.0,6.2,5.0,6.0,1800.0,2.0,165.0,Bajo
30.0,88.1,4.7,2.0,7.0,5.0,8.0,1800.0,1.0,119.0,Medio
35.0,77.1,15.0,5.0,4.8,2.0,6.0,1800.0,2.0,268.0,Alto
31.0,75.4,6.2,4.0,8.3,3.0,10.0,1800.0,1.0,0.0,Bajo
39.0,76.7,2.6,6.0,6.3,1.0,8.0,1800.0,0.0,43.0,Bajo
37.0,78.7,4.9,4.0,7.2,3.0,6.0,1800.0,0.0,82.0,Bajo
35.0,77.1,6.8,6.0,5.5,1.0,7.0,1800.0,2.0,258.0,Medio
31.0,93.9,8.6,4.0,6.5,3.0,6.0,1800.0,2.0,226.0,Medio
24.0,59.5,8.7,3.0,6.9,4.0,8.0,1800.0,0.0,190.0,Medio
27.0,93.2,9.0,5.0,7.2,2.0,4.0,1800.0,2.0,44.0,Bajo
20.0,77.1,5.1,3.0,7.8,4.0,5.0,1800.0,2.0,53.0,Medio
26.0,86.9,8.0,2.0,8.9,5.0,7.0,1800.0,1.0,42.0,Bajo
39.0,67.3,4.4,3.0,8.1,4.0,9.0,1800.0,0.0,45.0,Bajo
27.0,99.3,5.1,4.0,8.4,3.0,3.0,1456.0,4.0,204.0,Bajo
20.0,98.2,4.2,3.0,8.9,4.0,9.0,1800.0,0.0,83.0,Bajo
32.0,94.5,3.4,5.0,7.9,2.0,6.0,1800.0,2.0,92.0,Bajo
40.0,62.3,10.2,6.0,7.2,1.0,3.0,1800.0,1.0,154.0,Medio
37.0,92.8,9.1,3.0,8.4,4.0,1.0,953.0,1.0,0.0,Bajo
24.0,87.3,9.9,2.0,8.5,5.0,4.0,1800.0,5.0,104.0,Medio
28.0,61.1,7.1,3.0,8.0,4.0,6.0,1800.0,3.0,23.0,Bajo
30.0,81.7,9.3,6.0,5.5,1.0,6.0,1800.0,4.0,79.0,Alto
23.0,86.7,1.7,2.0,6.2,5.0,8.0,1504.0,3.0,59.0,Bajo
24.0,89.2,9.6,6.0,6.9,1.0,6.0,1800.0,3.0,55.0,Medio
23.0,84.3,7.5,3.0,8.1,4.0,5.0,1800.0,0.0,116.0,Bajo
40.0,85.8,8.9,6.0,7.2,1.0,6.0,1800.0,2.0,115.0,Medio
35.0,101.2,8.1,5.0,8.6,2.0,7.0,1800.0,2.0,85.0,Medio
37.0,97.9,4.0,5.0,8.8,2.0,7.0,1800.0,5.0,126.0,Medio
36.0,50.0,2.5,6.0,8.6,1.0,5.0,1293.0,1.0,39.0,Bajo
40.0,77.9,4.9,2.0,8.6,5.0,8.0,1800.0,3.0,148.0,Bajo
20.0,79.9,8.7,4.0,6.0,3.0,5.0,1800.0,3.0,86.0,Medio
38.0,59.2,9.1,1.0,7.8,6.0,5.0,1800.0,5.0,66.0,Bajo
19.0,83.2,2.9,2.0,6.5,5.0,6.0,1594.0,2.0,44.0,Bajo
28.0,98.2,4.1,1.0,5.2,6.0,8.0,1800.0,4.0,83.0,Medio
31.0,67.9,4.8,5.0,6.9,2.0,6.0,1800.0,0.0,231.0,Medio
26.0,86.4,5.9,4.0,8.8,3.0,5.0,1800.0,0.0,96.0,Medio
21.0,70.1,2.9,5.0,7.8,2.0,8.0,1800.0,0.0,20.0,Bajo
22.0,73.3,2.7,2.0,9.6,5.0,10.0,1800.0,4.0,164.0,Medio
36.0,101.2,4.5,2.0,7.4,5.0,7.0,1800.0,4.0,67.0,Bajo
25.0,74.9,7.3,5.0,10.0,2.0,9.0,1800.0,4.0,120.0,Medio
25.0,88.0,3.5,5.0,7.4,2.0,8.0,1800.0,1.0,58.0,Bajo
39.0,57.7,6.7,6.0,7.2,1.0,5.0,1800.0,1.0,190.0,Bajo
21.0,106.2,10.2,1.0,5.7,6.0,7.0,1800.0,2.0,59.0,Medio
39.0,89.8,3.1,3.0,8.5,4.0,4.0,1211.0,5.0,198.0,Bajo
39.0,79.6,6.4,1.0,6.6,6.0,6.0,1800.0,6.0,27.0,Bajo
31.0,89.5,10.1,5.0,6.4,2.0,5.0,1800.0,4.0,79.0,Medio
21.0,63.7,5.7,1.0,8.7,6.0,6.0,1800.0,3.0,198.0,Bajo
21.0,97.4,5.3,5.0,8.6,2.0,5.0,1800.0,5.0,112.0,Bajo
24.0,77.8,10.5,1.0,8.6,6.0,6.0,1800.0,2.0,259.0,Bajo
31.0,79.3,6.1,1.0,6.8,6.0,7.0,1800.0,1.0,81.0,Bajo
21.0,75.6,10.3,6.0,7.1,1.0,6.0,1800.0,2.0,118.0,Medio
28.0,74.5,8.3,3.0,7.1,4.0,3.0,1800.0,0.0,233.0,Medio
20.0,91.0,6.0,3.0,8.1,4.0,5.0,1800.0,2.0,0.0,Bajo
30.0,85.3,8.4,4.0,9.1,3.0,4.0,1800.0,0.0,0.0,Bajo
18.0,90.5,8.0,2.0,7.6,5.0,7.0,1800.0,4.0,44.0,Bajo
34.0,81.9,10.1,5.0,9.6,2.0,7.0,1800.0,3.0,157.0,Medio
19.0,88.7,5.4,3.0,8.3,4.0,7.0,1800.0,5.0,0.0,Bajo
22.0,76.6,7.1,2.0,6.9,5.0,5.0,1800.0,0.0,142.0,Bajo
22.0,111.0,6.8,3.0,7.2,4.0,7.0,1800.0,6.0,137.0,Alto
37.0,61.6,9.1,1.0,9.2,6.0,6.0,1800.0,0.0,241.0,Bajo
19.0,98.4,3.9,2.0,9.6,5.0,4.0,1387.0,0.0,173.0,Bajo
27.0,99.8,10.1,4.0,8.6,3.0,8.0,1800.0,1.0,125.0,Bajo
31.0,70.9,8.4,1.0,7.2,6.0,8.0,1800.0,5.0,195.0,Bajo
29.0,111.0,3.0,1.0,6.9,6.0,8.0,1800.0,3.0,138.0,Medio
33.0,94.9,10.6,4.0,7.9,3.0,5.0,1800.0,2.0,68.0,Medio
36.0,94.6,13.7,3.0,9.2,4.0,9.0,1800.0,1.0,20.0,Bajo
27.0,82.4,10.0,1.0,7.7,6.0,6.0,1800.0,0.0,60.0,Bajo
37.0,79.2,11.3,5.0,7.7,2.0,8.0,1800.0,4.0,97.0,Medio
25.0,79.3,7.3,5.0,7.3,2.0,6.0,1800.0,4.0,112.0,Medio
40.0,87.1,2.0,1.0,6.8,6.0,6.0,1134.0,5.0,0.0,Bajo
29.0,100.2,1.5,2.0,7.0,5.0,2.0,171.0,3.0,85.0,Bajo
34.0,84.4,7.8,3.0,7.4,4.0,6.0,1800.0,0.0,102.0,Bajo
38.0,70.2,5.2,5.0,9.3,2.0,7.0,1800.0,2.0,138.0,Bajo
36.0,92.7,4.3,1.0,6.9,6.0,6.0,1800.0,3.0,214.0,Bajo
37.0,94.0,6.8,5.0,7.3,2.0,10.0,1800.0,1.0,113.0,Alto
30.0,90.5,8.8,2.0,6.2,5.0,4.0,1800.0,1.0,36.0,Bajo
18.0,91.7,2.6,1.0,8.1,6.0,5.0,1318.0,0.0,0.0,Bajo
29.0,78.5,5.7,6.0,8.8,1.0,5.0,1800.0,4.0,148.0,Medio
22.0,69.9,11.5,1.0,9.1,6.0,5.0,1800.0,3.0,39.0,Bajo
38.0,70.7,3.8,1.0,7.4,6.0,8.0,1800.0,3.0,161.0,Bajo
23.0,60.7,9.6,6.0,7.9,1.0,9.0,1800.0,1.0,198.0,Alto
23.0,85.1,5.5,4.0,7.0,3.0,5.0,1800.0,3.0,0.0,Medio
23.0,80.9,8.6,3.0,7.8,4.0,5.0,1800.0,0.0,139.0,Bajo
32.0,76.3,10.3,5.0,7.6,2.0,4.0,1800.0,2.0,190.0,Medio
31.0,50.0,9.2,4.0,7.3,3.0,9.0,1800.0,0.0,171.0,Medio
39.0,65.8,9.7,4.0,7.4,3.0,9.0,1800.0,0.0,0.0,Medio
27.0,96.6,3.5,1.0,7.7,6.0,6.0,1800.0,2.0,40.0,Bajo
24.0,73.4,10.3,4.0,6.8,3.0,4.0,1800.0,7.0,10.0,Alto
19.0,86.7,4.4,2.0,6.9,5.0,4.0,1719.0,0.0,137.0,Bajo
18.0,63.9,7.8,5.0,9.2,2.0,7.0,1800.0,0.0,129.0,Bajo
26.0,100.7,7.8,4.0,10.0,3.0,7.0,1800.0,3.0,0.0,Bajo
39.0,80.1,8.5,1.0,5.8,6.0,3.0,1800.0,6.0,79.0,Medio
30.0,85.8,8.0,6.0,5.7,1.0,6.0,1800.0,3.0,156.0,Alto
38.0,112.2,4.5,2.0,6.1,5.0,9.0,1800.0,4.0,110.0,Alto
20.0,101.7,3.0,2.0,7.1,5.0,6.0,1762.0,2.0,110.0,Bajo
20.0,78.0,9.6,6.0,8.3,1.0,9.0,1800.0,1.0,74.0,Medio
37.0,74.3,7.6,5.0,7.9,2.0,8.0,1800.0,2.0,26.0,Medio
20.0,77.8,10.4,6.0,7.4,1.0,5.0,1800.0,1.0,99.0,Medio
19.0,88.6,6.9,4.0,7.8,3.0,6.0,1800.0,4.0,104.0,Medio
27.0,80.6,2.8,6.0,6.4,1.0,6.0,1516.0,0.0,143.0,Medio
39.0,76.9,9.9,1.0,6.9,6.0,5.0,1800.0,4.0,149.0,Bajo
33.0,101.1,5.9,4.0,7.2,3.0,5.0,1800.0,2.0,106.0,Bajo
20.0,80.5,8.0,2.0,5.3,5.0,9.0,1800.0,2.0,177.0,Medio
37.0,111.9,5.1,3.0,5.8,4.0,5.0,1800.0,0.0,74.0,Bajo
37.0,83.2,11.9,2.0,5.9,5.0,8.0,1800.0,0.0,0.0,Bajo
36.0,105.2,4.4,2.0,8.1,5.0,6.0,1800.0,5.0,133.0,Medio
38.0,86.6,6.0,3.0,7.5,4.0,6.0,1800.0,2.0,109.0,Bajo
23.0,94.5,7.3,6.0,7.9,1.0,8.0,1800.0,3.0,135.0,Bajo
40.0,72.6,3.7,4.0,5.0,3.0,5.0,1785.0,0.0,11.0,Bajo
25.0,70.9,8.0,3.0,5.4,4.0,8.0,1800.0,2.0,225.0,Medio
36.0,88.0,11.8,3.0,8.0,4.0,3.0,1800.0,0.0,150.0,Bajo
31.0,94.9,5.5,4.0,3.9,3.0,7.0,1800.0,2.0,80.0,Medio
35.0,82.5,8.2,2.0,8.7,5.0,2.0,1581.0,3.0,35.0,Bajo
32.0,65.3,1.0,4.0,5.0,3.0,6.0,699.0,3.0,175.0,Bajo
32.0,64.3,6.9,5.0,8.2,2.0,8.0,1800.0,0.0,23.0,Bajo
32.0,63.4,6.1,2.0,6.1,5.0,8.0,1800.0,2.0,258.0,Bajo
35.0,59.0,4.5,4.0,8.5,3.0,4.0,1736.0,3.0,57.0,Bajo
34.0,83.4,10.2,5.0,10.0,2.0,4.0,1800.0,2.0,220.0,Bajo
21.0,96.6,6.0,4.0,4.5,3.0,5.0,1800.0,2.0,87.0,Medio
36.0,81.8,6.5,2.0,8.0,5.0,7.0,1800.0,6.0,211.0,Medio
30.0,52.6,5.9,4.0,5.0,3.0,3.0,1800.0,0.0,49.0,Bajo
25.0,79.5,1.2,5.0,7.7,2.0,6.0,703.0,4.0,101.0,Bajo
29.0,79.9,3.6,2.0,7.0,5.0,7.0,1800.0,0.0,156.0,Bajo
40.0,109.2,9.9,4.0,7.4,3.0,6.0,1800.0,4.0,146.0,Medio
37.0,63.1,1.0,5.0,6.1,2.0,7.0,632.0,4.0,177.0,Bajo
37.0,76.9,4.7,2.0,8.1,5.0,7.0,1800.0,1.0,66.0,Bajo
28.0,104.2,5.8,3.0,5.5,4.0,6.0,1800.0,0.0,106.0,Bajo
